Tahun,Bulan,Provinsi,Konsumsi Listrik Rumah Tangga (GWh),Konsumsi Listrik per Kapita (kWh)
2013,3,Provinsi_21,320.49,1113.89
2013,3,Provinsi_22,370.17,1269.79
2013,3,Provinsi_23,277.85,1152.05
2013,3,Provinsi_24,314.83,1246.32
2013,3,Provinsi_25,309.86,1231.13
2013,3,Provinsi_26,385,1307.15
2013,3,Provinsi_27,309.53,1294.13
2013,3,Provinsi_28,248.37,1239.79
2013,3,Provinsi_29,390.47,1178.2
2013,3,Provinsi_30,257.62,1134.79
2013,3,Provinsi_31,245.52,1121.52
2013,3,Provinsi_32,281.47,1059.44
2013,3,Provinsi_33,300.78,1290.23
2013,3,Provinsi_34,254.61,1351.93
2013,4,Provinsi_1,325.54,1303.06
2013,4,Provinsi_2,267.11,1285.45
2013,4,Provinsi_3,245.4,1289.02
2013,4,Provinsi_4,308.59,1255.33
2013,4,Provinsi_5,241.22,1110.49
2013,4,Provinsi_6,329.86,1105.17
2013,4,Provinsi_7,323.16,1063.29
2013,4,Provinsi_8,342.41,1076.75
2013,4,Provinsi_9,327.61,1262.56
2013,4,Provinsi_10,265.16,1258.2
2013,4,Provinsi_11,313.02,1146.12
2013,4,Provinsi_12,249.57,1003.74
2013,4,Provinsi_13,317.48,1043.52
2013,4,Provinsi_14,304.77,1173.66
2013,4,Provinsi_15,333.96,1169.8
2013,4,Provinsi_16,283.53,1273.19
2013,4,Provinsi_17,316.75,1231.62
2013,4,Provinsi_18,323.46,1046.44
2013,4,Provinsi_19,337.84,1261.25
2013,4,Provinsi_20,249.17,1175.59
2013,4,Provinsi_21,298.03,1186.55
2013,4,Provinsi_22,316.69,1343.14
2013,4,Provinsi_23,354.09,1068.78
2013,4,Provinsi_24,331.1,1332.89
2013,4,Provinsi_25,319.34,1309.1
2013,4,Provinsi_26,400.61,1302.37
2013,4,Provinsi_27,312.47,1304.51
2013,4,Provinsi_28,307.24,1202.39
2013,4,Provinsi_29,282.43,1356.34
2013,4,Provinsi_30,259.08,1353.24
2013,4,Provinsi_31,324.99,1060.07
2013,4,Provinsi_32,318.38,990
2013,4,Provinsi_33,331.28,1288.52
2013,4,Provinsi_34,270.38,1212.35
2013,5,Provinsi_1,397.71,1149.43
2013,5,Provinsi_2,247.05,1348.17
2013,5,Provinsi_3,398.13,1200.37
2013,5,Provinsi_4,350.57,1334.15
2013,5,Provinsi_5,262.88,1151.47
2013,5,Provinsi_6,361.54,1368.5
2013,5,Provinsi_7,328.14,1112.02
2013,5,Provinsi_8,399.35,1146.9
2013,5,Provinsi_9,283.24,1234.23
2013,5,Provinsi_10,377.71,1285.4
2013,5,Provinsi_11,320.74,1246.33
2013,5,Provinsi_12,302.18,1255.81
2013,5,Provinsi_13,173.52,1170.34
2013,5,Provinsi_14,312.07,1084.9
2013,5,Provinsi_15,319.32,1179.55
2013,5,Provinsi_16,387.77,1357.3
2013,5,Provinsi_17,276.71,1184.92
2013,5,Provinsi_18,296.3,1154.83
2013,5,Provinsi_19,309.75,1124.17
2013,5,Provinsi_20,243.47,1262.27
2013,5,Provinsi_21,331.48,1119.57
2013,5,Provinsi_22,344.77,1136.84
2013,5,Provinsi_23,312.66,1282.03
2013,5,Provinsi_24,298.32,1245.47
2013,5,Provinsi_25,274.18,1180.35
2013,5,Provinsi_26,289.71,1125.34
2013,5,Provinsi_27,291.16,1045.14
2013,5,Provinsi_28,275.44,1171.51
2013,5,Provinsi_29,287.19,1175.85
2013,5,Provinsi_30,296.91,1247.94
2013,5,Provinsi_31,343.73,1135.02
2013,5,Provinsi_32,239.84,1095.8
2013,5,Provinsi_33,275.64,1164.81
2013,5,Provinsi_34,261.5,1070.39
2013,6,Provinsi_1,277.19,1218.14
2013,6,Provinsi_2,329.75,1144.26
2013,6,Provinsi_3,279.35,1107.33
2013,6,Provinsi_4,298.43,1115.16
2013,6,Provinsi_5,328.66,1021.41
2013,6,Provinsi_6,282.02,1230.11
2013,6,Provinsi_7,309.19,1469.3
2013,6,Provinsi_8,317.49,1099.59
2013,6,Provinsi_9,295.23,1022.38
2013,6,Provinsi_10,295.97,1116.69
2013,6,Provinsi_11,345.77,1145.05
2013,6,Provinsi_12,294.16,1136.44
2013,6,Provinsi_13,386.94,1167.88
2013,6,Provinsi_14,391.63,1281.42
2013,6,Provinsi_15,324.1,1236.87
2013,6,Provinsi_16,319.69,1007.23
2013,6,Provinsi_17,286.06,1284.52
2013,6,Provinsi_18,297.56,1059.48
2013,6,Provinsi_19,297.38,1370.41
2013,6,Provinsi_20,362.34,1193.8
2013,6,Provinsi_21,347.57,1163.35
2013,6,Provinsi_22,214.81,1107.55
2013,6,Provinsi_23,378.14,1172.6
2013,6,Provinsi_24,287.83,1170.02
2013,6,Provinsi_25,395.21,1362.6
2013,6,Provinsi_26,410.94,1184.1
2013,6,Provinsi_27,314.78,1048.34
2013,6,Provinsi_28,373.85,1083.22
2013,6,Provinsi_29,310.84,1090.27
2013,6,Provinsi_30,270.56,1116.27
2013,6,Provinsi_31,269.61,1146.09
2013,6,Provinsi_32,272.59,1283.33
2013,6,Provinsi_33,244.76,1222.05
2013,6,Provinsi_34,360.9,1148.68
2013,7,Provinsi_1,264.1,1176.95
2013,7,Provinsi_2,358.99,1219.41
2013,7,Provinsi_3,273.44,1248.39
2013,7,Provinsi_4,244.89,1268.14
2013,7,Provinsi_5,320.43,1169.22
2013,7,Provinsi_6,258.07,1111.33
2013,7,Provinsi_7,326.74,1322.9
2013,7,Provinsi_8,268.13,1245.84
2013,7,Provinsi_9,195.65,1141.54
2013,7,Provinsi_10,298.45,1109.03
2013,7,Provinsi_11,253.17,1133.22
2013,7,Provinsi_12,314.61,1181.27
2013,7,Provinsi_13,188.09,987.93
2013,7,Provinsi_14,269.66,1245.77
2013,7,Provinsi_15,162.62,1150.03
2013,7,Provinsi_16,273.69,1338.83
2013,7,Provinsi_17,280.75,1238.3
2013,7,Provinsi_18,307.06,986.94
2013,7,Provinsi_19,338.41,1221.54
2013,7,Provinsi_20,325.41,1592.62
2013,7,Provinsi_21,195.79,1372.47
2013,7,Provinsi_22,285.63,1228.73
2013,7,Provinsi_23,297.72,1157.58
2013,7,Provinsi_24,271.51,1232.95
2013,7,Provinsi_25,224.14,1275.06
2013,7,Provinsi_26,279.19,1086.99
2013,7,Provinsi_27,277.5,1325.71
2013,7,Provinsi_28,273.23,1235.85
2013,7,Provinsi_29,263.45,1275.79
2013,7,Provinsi_30,334.28,1384.86
2013,7,Provinsi_31,291.22,1266.87
2013,7,Provinsi_32,304.9,1329.59
2013,7,Provinsi_33,264.06,1274.5
2013,7,Provinsi_34,290.27,1193.58
2013,8,Provinsi_1,304.59,1225.22
2013,8,Provinsi_2,294.19,1221.47
2013,8,Provinsi_3,378.91,1298.54
2013,8,Provinsi_4,343.46,1154.45
2013,8,Provinsi_5,255.54,1295.53
2013,8,Provinsi_6,343.8,1347.27
2013,8,Provinsi_7,269.8,1177.05
2013,8,Provinsi_8,218.03,1160.75
2013,8,Provinsi_9,349.83,1153.35
2013,8,Provinsi_10,332.02,1180.95
2013,8,Provinsi_11,316.2,1085.23
2013,8,Provinsi_12,304.26,900.89
2013,8,Provinsi_13,290.66,1036.95
2013,8,Provinsi_14,360.3,1277.74
2013,8,Provinsi_15,323.33,1352.1
2013,8,Provinsi_16,252.55,1374.74
2013,8,Provinsi_17,346.61,1176.34
2013,8,Provinsi_18,356.78,1089.37
2013,8,Provinsi_19,258.77,1139.14
2013,8,Provinsi_20,273.55,1094.34
2013,8,Provinsi_21,361.15,1174.11
2013,8,Provinsi_22,317.63,1142.96
2013,8,Provinsi_23,208.97,1227.01
2013,8,Provinsi_24,204.39,1193.14
2013,8,Provinsi_25,231.58,1398.73
2013,8,Provinsi_26,345.57,1210.58
2013,8,Provinsi_27,363.19,1115.37
2013,8,Provinsi_28,327.17,1219.98
2013,8,Provinsi_29,313.2,1327.24
2013,8,Provinsi_30,336.62,1228.87
2013,8,Provinsi_31,217.26,1104
2013,8,Provinsi_32,293.86,1209.34
2013,8,Provinsi_33,243.49,1441.17
2013,8,Provinsi_34,375.82,1260.21
2013,9,Provinsi_1,303.6,1178.78
2013,9,Provinsi_2,252.4,1207.75
2013,9,Provinsi_3,312.89,1075.82
2013,9,Provinsi_4,316.71,1184.47
2013,9,Provinsi_5,204.61,1113.96
2013,9,Provinsi_6,279.32,1388.77
2013,9,Provinsi_7,327.83,1066.45
2013,9,Provinsi_8,324.3,1045.27
2013,9,Provinsi_9,354.13,1152.89
2013,9,Provinsi_10,295.32,1332.58
2013,9,Provinsi_11,235.64,1060.29
2013,9,Provinsi_12,270.82,1303.84
2013,9,Provinsi_13,224.03,916.78
2013,9,Provinsi_14,277.44,1255.17
2013,9,Provinsi_15,360.01,1153.68
2013,9,Provinsi_16,279.43,1315.39
2013,9,Provinsi_17,206.51,1161.15
2013,9,Provinsi_18,309.52,1244.92
2013,9,Provinsi_19,274.51,1203.44
2013,9,Provinsi_20,175.58,1134.18
2013,9,Provinsi_21,322.68,1101.77
2013,9,Provinsi_22,302.95,1244.69
2013,9,Provinsi_23,282.87,1217.05
2013,9,Provinsi_24,251.86,1179.34
2013,9,Provinsi_25,330.51,1215.7
2013,9,Provinsi_26,270.67,1222.42
2013,9,Provinsi_27,335.73,995.01
2013,9,Provinsi_28,357.95,1166.37
2013,9,Provinsi_29,321.27,1319.72
2013,9,Provinsi_30,231.42,1129.06
2013,9,Provinsi_31,285.57,1121.62
2013,9,Provinsi_32,386.75,1114.32
2013,9,Provinsi_33,272.22,1220.44
2013,9,Provinsi_34,239.89,1160.43
2013,10,Provinsi_1,315.87,1166.71
2013,10,Provinsi_2,295.33,1147.07
2013,10,Provinsi_3,224.28,1232.16
2013,10,Provinsi_4,387.75,1201.84
2013,10,Provinsi_5,311.26,1269.27
2013,10,Provinsi_6,236.53,1370.25
2013,10,Provinsi_7,310.12,1363.19
2013,10,Provinsi_8,263.35,1381.81
2013,10,Provinsi_9,338.76,1255.3
2013,10,Provinsi_10,311.7,1175.15
2013,10,Provinsi_11,360.03,1214.04
2013,10,Provinsi_12,201.65,1088.28
2013,10,Provinsi_13,290.71,1231
2013,10,Provinsi_14,297.17,1321.9
2013,10,Provinsi_15,202.44,1214.36
2013,10,Provinsi_16,209.1,1275.97
2013,10,Provinsi_17,295.28,1241.96
2013,10,Provinsi_18,256.81,1327.95
2013,10,Provinsi_19,352.09,1258.35
2013,10,Provinsi_20,293.52,1257.99
2013,10,Provinsi_21,264.66,1285.56
2013,10,Provinsi_22,382.47,1307.06
2013,10,Provinsi_23,263.52,1236.14
2013,10,Provinsi_24,235.34,1257.24
2013,10,Provinsi_25,322.53,1013.02
2013,10,Provinsi_26,241.91,1171.69
2013,10,Provinsi_27,284.96,1079.05
2013,10,Provinsi_28,319.45,1225.15
2013,10,Provinsi_29,290.29,1124.42
2013,10,Provinsi_30,352.44,1365.54
2013,10,Provinsi_31,275.82,1138.78
2013,10,Provinsi_32,324.56,1164.2
2013,10,Provinsi_33,293.03,1273.97
2013,10,Provinsi_34,204.53,1331.83
2013,11,Provinsi_1,303.63,1158.85
2013,11,Provinsi_2,295.54,1196.24
2013,11,Provinsi_3,213.44,1349.49
2013,11,Provinsi_4,302.07,1244.3
2013,11,Provinsi_5,347.58,1097.88
2013,11,Provinsi_6,323.67,1173.24
2013,11,Provinsi_7,342.34,987.28
2013,11,Provinsi_8,295.05,1139.72
2013,11,Provinsi_9,321.61,1247
2013,11,Provinsi_10,264.62,1128.78
2013,11,Provinsi_11,294.47,1110.34
2013,11,Provinsi_12,342.1,1163.08
2013,11,Provinsi_13,154.65,1162.52
2013,11,Provinsi_14,248.07,1036.87
2013,11,Provinsi_15,238.13,1210.94
2013,11,Provinsi_16,366.43,1231.32
2013,11,Provinsi_17,269.67,1245.59
2013,11,Provinsi_18,277.05,1130.54
2013,11,Provinsi_19,242.28,1024.82
2013,11,Provinsi_20,280.5,1215.81
2013,11,Provinsi_21,295.17,1158.4
2013,11,Provinsi_22,252.71,1260.82
2013,11,Provinsi_23,234.14,1277.6
2013,11,Provinsi_24,249.89,1124.76
2013,11,Provinsi_25,226.66,1149.86
2013,11,Provinsi_26,348.77,1251.56
2013,11,Provinsi_27,348.92,1252.21
2013,11,Provinsi_28,244.82,1166.92
2013,11,Provinsi_29,260.99,1333.06
2013,11,Provinsi_30,240.16,1289.37
2013,11,Provinsi_31,344.65,1382.96
2013,11,Provinsi_32,279.52,1271.23
2013,11,Provinsi_33,414.08,1138.24
2013,11,Provinsi_34,223.25,1012
2013,12,Provinsi_1,335.64,1011.68
2013,12,Provinsi_2,281.38,1243.73
2013,12,Provinsi_3,309.26,1242.54
2013,12,Provinsi_4,311.11,1327.89
2013,12,Provinsi_5,252.38,1132.3
2013,12,Provinsi_6,261.37,1283.02
2013,12,Provinsi_7,345.02,1245.12
2013,12,Provinsi_8,359.17,1082.2
2013,12,Provinsi_9,383.36,1352.32
2013,12,Provinsi_10,336.78,1378.18
2013,12,Provinsi_11,217.17,1147.56
2013,12,Provinsi_12,263.23,1272.15
2013,12,Provinsi_13,247.49,1275.75
2013,12,Provinsi_14,368.53,1269.52
2013,12,Provinsi_15,314.19,1101.21
2013,12,Provinsi_16,257.66,1324.96
2013,12,Provinsi_17,338.97,1196.1
2013,12,Provinsi_18,279.1,997.42
2013,12,Provinsi_19,246.46,1391.14
2013,12,Provinsi_20,235.98,1218.95
2013,12,Provinsi_21,350.37,1074.51
2013,12,Provinsi_22,309.24,1293.79
2013,12,Provinsi_23,300.62,1486.84
2013,12,Provinsi_24,216.57,1305.87
2013,12,Provinsi_25,291.36,1277.19
2013,12,Provinsi_26,322.07,1126.68
2013,12,Provinsi_27,311.45,1014.21
2013,12,Provinsi_28,330.16,1229.82
2013,12,Provinsi_29,331.93,1305.81
2013,12,Provinsi_30,318.38,1214.81
2013,12,Provinsi_31,255.95,1128.78
2013,12,Provinsi_32,359.34,1343.63
2013,12,Provinsi_33,288.09,1204.6
2013,12,Provinsi_34,254.77,1317.28
2014,1,Provinsi_1,333.27,1394.12
2014,1,Provinsi_2,256.08,1162.2
2014,1,Provinsi_3,311.57,1264.65
2014,1,Provinsi_4,289.22,1112.7
2014,1,Provinsi_5,344.07,1272.11
2014,1,Provinsi_6,254.19,1335.54
2014,1,Provinsi_7,358.51,1213.43
2014,1,Provinsi_8,303.98,1255.41
2014,1,Provinsi_9,256.91,1203
2014,1,Provinsi_10,192.38,1287.65
2014,1,Provinsi_11,221.93,1350.34
2014,1,Provinsi_12,283.49,1178.83
2014,1,Provinsi_13,268.61,1171.2
2014,1,Provinsi_14,370.93,951.22
2014,1,Provinsi_15,363.85,1233.8
2014,1,Provinsi_16,239.65,1092.47
2014,1,Provinsi_17,383.82,1105.45
2014,1,Provinsi_18,242.33,1313.73
2014,1,Provinsi_19,316.93,1106.21
2014,1,Provinsi_20,310.83,1097.42
2014,1,Provinsi_21,355.04,1306.14
2014,1,Provinsi_22,326.6,1236.17
2014,1,Provinsi_23,388.06,1199.97
2014,1,Provinsi_24,240.91,1244.95
2014,1,Provinsi_25,404.3,1098.52
2014,1,Provinsi_26,281.93,1241.64
2014,1,Provinsi_27,297.3,1101.77
2014,1,Provinsi_28,356.09,1432
2014,1,Provinsi_29,309.81,1109.59
2014,1,Provinsi_30,222.55,1225.8
2014,1,Provinsi_31,355.19,1247.52
2014,1,Provinsi_32,299.88,1141.07
2014,1,Provinsi_33,245.39,1283.48
2014,1,Provinsi_34,345.69,1045.43
2014,2,Provinsi_1,379.49,1257.41
2014,2,Provinsi_2,369.98,1065.79
2014,2,Provinsi_3,231.71,1185.1
2014,2,Provinsi_4,325.14,1379.64
2014,2,Provinsi_5,335.3,1175.73
2014,2,Provinsi_6,248.68,1323
2014,2,Provinsi_7,251.76,1362.85
2014,2,Provinsi_8,285.78,1359.06
2014,2,Provinsi_9,333.95,1186.3
2014,2,Provinsi_10,274.03,1165.91
2014,2,Provinsi_11,321.42,1207.72
2014,2,Provinsi_12,270.31,1183.44
2014,2,Provinsi_13,303.93,987.13
2014,2,Provinsi_14,322.91,1102.03
2014,2,Provinsi_15,242.33,1031.27
2014,2,Provinsi_16,210.31,1064.46
2014,2,Provinsi_17,264.55,1395.33
2014,2,Provinsi_18,273.71,1217.78
2014,2,Provinsi_19,320.02,1213.11
2014,2,Provinsi_20,296.13,1080.47
2014,2,Provinsi_21,372.55,1380.72
2014,2,Provinsi_22,215.87,1097.6
2014,2,Provinsi_23,286.01,1103.55
2014,2,Provinsi_24,325.3,1127.17
2014,2,Provinsi_25,408.25,1319.05
2014,2,Provinsi_26,310.63,1302.7
2014,2,Provinsi_27,355.3,1143.61
2014,2,Provinsi_28,259.19,1207.81
2014,2,Provinsi_29,343.08,1213.91
2014,2,Provinsi_30,221.15,1119.72
2014,2,Provinsi_31,296.3,1192.43
2014,2,Provinsi_32,398.63,1061.4
2014,2,Provinsi_33,325.28,1348.91
2014,2,Provinsi_34,413.57,1159.56
2014,3,Provinsi_1,324.57,1256.98
2014,3,Provinsi_2,309.77,1190.12
2014,3,Provinsi_3,321.8,946.78
2014,3,Provinsi_4,334.1,1212.62
2014,3,Provinsi_5,288.88,1404.69
2014,3,Provinsi_6,266.25,1159.69
2014,3,Provinsi_7,399.58,1116.79
2014,3,Provinsi_8,272.49,1185.3
2014,3,Provinsi_9,342.04,1220.78
2014,3,Provinsi_10,235.37,1146.78
2014,3,Provinsi_11,269.63,1192.28
2014,3,Provinsi_12,321.29,1241.82
2014,3,Provinsi_13,211.2,1306.39
2014,3,Provinsi_14,312.63,1338.45
2014,3,Provinsi_15,322.21,1310.13
2014,3,Provinsi_16,323.33,1334.62
2014,3,Provinsi_17,326.11,1190.21
2014,3,Provinsi_18,413.62,1288.9
2014,3,Provinsi_19,328.69,1072.37
2014,3,Provinsi_20,235.58,1229.27
2014,3,Provinsi_21,307.28,1138.59
2014,3,Provinsi_22,307.05,1358.86
2014,3,Provinsi_23,334.77,1085.9
2014,3,Provinsi_24,294.42,1119.5
2014,3,Provinsi_25,280.62,1158.64
2014,3,Provinsi_26,276.12,1074.49
2014,3,Provinsi_27,293.62,1143.94
2014,3,Provinsi_28,153.53,1405.3
2014,3,Provinsi_29,354.44,1162.37
2014,3,Provinsi_30,300.94,1082.83
2014,3,Provinsi_31,384.79,1389.73
2014,3,Provinsi_32,307.83,1302.35
2014,3,Provinsi_33,308.76,1066.33
2014,3,Provinsi_34,279.41,1213.19
2014,4,Provinsi_1,277.27,1178.13
2014,4,Provinsi_2,295.43,1191.91
2014,4,Provinsi_3,302.61,1093.94
2014,4,Provinsi_4,264.15,1071.54
2014,4,Provinsi_5,348.89,989.44
2014,4,Provinsi_6,357.68,1338.63
2014,4,Provinsi_7,284.89,939.69
2014,4,Provinsi_8,281.93,1193.58
2014,4,Provinsi_9,249.47,1148.48
2014,4,Provinsi_10,376.51,1266.49
2014,4,Provinsi_11,253.77,1040.24
2014,4,Provinsi_12,283.65,1178.65
2014,4,Provinsi_13,324.81,1146.47
2014,4,Provinsi_14,325.57,1393.52
2014,4,Provinsi_15,340.78,1195.19
2014,4,Provinsi_16,290.84,1164.33
2014,4,Provinsi_17,359.03,1137.27
2014,4,Provinsi_18,302.26,1205.12
2014,4,Provinsi_19,274.91,1062.75
2014,4,Provinsi_20,316.15,1193.9
2014,4,Provinsi_21,325.01,1146.64
2014,4,Provinsi_22,361.04,1112.32
2014,4,Provinsi_23,385.6,1025.24
2014,4,Provinsi_24,321.74,1247.54
2014,4,Provinsi_25,260.22,1242.44
2014,4,Provinsi_26,363.98,978.32
2014,4,Provinsi_27,325.14,950.67
2014,4,Provinsi_28,251.72,1362.92
2014,4,Provinsi_29,270.91,1082.61
2014,4,Provinsi_30,290.1,1406.79
2014,4,Provinsi_31,208.42,1094.87
2014,4,Provinsi_32,374.87,1385.77
2014,4,Provinsi_33,294.83,1076.09
2014,4,Provinsi_34,404.79,1359.44
2014,5,Provinsi_1,333.95,1118.76
2014,5,Provinsi_2,297.55,1183.96
2014,5,Provinsi_3,316.54,1345.1
2014,5,Provinsi_4,343.97,1092.26
2014,5,Provinsi_5,368.82,1231.31
2014,5,Provinsi_6,334.35,1346.65
2014,5,Provinsi_7,244.42,1196.42
2014,5,Provinsi_8,273.43,1043.21
2014,5,Provinsi_9,317.34,1451.16
2014,5,Provinsi_10,208,1196.77
2014,5,Provinsi_11,332.03,1212.31
2014,5,Provinsi_12,294.34,1070.08
2014,5,Provinsi_13,311.64,1124.32
2014,5,Provinsi_14,190.5,1319.46
2014,5,Provinsi_15,347.92,1205.17
2014,5,Provinsi_16,311.45,1307.43
2014,5,Provinsi_17,311.22,1290.4
2014,5,Provinsi_18,285.13,1331.2
2014,5,Provinsi_19,316.04,1219.41
2014,5,Provinsi_20,236.5,1228.7
2014,5,Provinsi_21,258.4,1136.17
2014,5,Provinsi_22,259.23,1093.38
2014,5,Provinsi_23,406.24,1333.13
2014,5,Provinsi_24,396.02,1077.71
2014,5,Provinsi_25,303.56,1070.65
2014,5,Provinsi_26,265.22,1108.19
2014,5,Provinsi_27,361.98,1160.38
2014,5,Provinsi_28,353.42,1260.41
2014,5,Provinsi_29,415.18,1052.06
2014,5,Provinsi_30,362.96,1314.64
2014,5,Provinsi_31,251.33,1300.71
2014,5,Provinsi_32,316.81,1177.25
2014,5,Provinsi_33,258.8,1128.09
2014,5,Provinsi_34,402.49,1200.07
2014,6,Provinsi_1,339.11,1120.91
2014,6,Provinsi_2,261.01,1308.2
2014,6,Provinsi_3,232.52,1158.48
2014,6,Provinsi_4,301.7,1211.14
2014,6,Provinsi_5,291.05,1239.58
2014,6,Provinsi_6,334.64,1273.46
2014,6,Provinsi_7,250.71,1171.58
2014,6,Provinsi_8,359.74,1289.46
2014,6,Provinsi_9,231.36,1235.15
2014,6,Provinsi_10,201.09,1204.69
2014,6,Provinsi_11,394.89,1105.21
2014,6,Provinsi_12,258.28,1276.4
2014,6,Provinsi_13,222.86,1136.72
2014,6,Provinsi_14,329.82,1136.57
2014,6,Provinsi_15,288.2,1274.42
2014,6,Provinsi_16,321.08,1226.68
2014,6,Provinsi_17,283.04,1237.01
2014,6,Provinsi_18,293.81,1245.78
2014,6,Provinsi_19,275.15,1181.74
2014,6,Provinsi_20,250.5,1196.5
2014,6,Provinsi_21,259.45,1088.6
2014,6,Provinsi_22,312.93,1221.27
2014,6,Provinsi_23,339.14,1156.89
2014,6,Provinsi_24,320.4,1255.08
2014,6,Provinsi_25,322.24,1117.43
2014,6,Provinsi_26,307.47,1236.41
2014,6,Provinsi_27,300.36,991.35
2014,6,Provinsi_28,308.02,1421.25
2014,6,Provinsi_29,282,1127.19
2014,6,Provinsi_30,318.67,1231.24
2014,6,Provinsi_31,359.64,1074.21
2014,6,Provinsi_32,336.57,1259.04
2014,6,Provinsi_33,292.89,1233.87
2014,6,Provinsi_34,351.47,1287.23
2014,7,Provinsi_1,242.85,1282.02
2014,7,Provinsi_2,296.77,1207.29
2014,7,Provinsi_3,303.66,1184.98
2014,7,Provinsi_4,359.59,1191.63
2014,7,Provinsi_5,244.02,1160.65
2014,7,Provinsi_6,308.93,1322.92
2014,7,Provinsi_7,330.15,1114.95
2014,7,Provinsi_8,424.26,1226.48
2014,7,Provinsi_9,363.77,1184.83
2014,7,Provinsi_10,326.67,1283.95
2014,7,Provinsi_11,360.91,1305.74
2014,7,Provinsi_12,343.61,1168.49
2014,7,Provinsi_13,271.41,1233.26
2014,7,Provinsi_14,346.66,1177.73
2014,7,Provinsi_15,353.26,1345.26
2014,7,Provinsi_16,254.18,1116.31
2014,7,Provinsi_17,292.98,1230.76
2014,7,Provinsi_18,273.77,1335.22
2014,7,Provinsi_19,321.2,1203.94
2014,7,Provinsi_20,228.2,1068.42
2014,7,Provinsi_21,314.05,986.74
2014,7,Provinsi_22,350.63,1184.18
2014,7,Provinsi_23,462.15,1430.79
2014,7,Provinsi_24,290.93,1189.37
2014,7,Provinsi_25,349.78,1370.32
2014,7,Provinsi_26,218.1,1021.36
2014,7,Provinsi_27,268.9,1258.27
2014,7,Provinsi_28,324.84,1306.98
2014,7,Provinsi_29,240.02,968.39
2014,7,Provinsi_30,342.9,1117.18
2014,7,Provinsi_31,199.08,1214.51
2014,7,Provinsi_32,339.66,1187.79
2014,7,Provinsi_33,277.11,1184.06
2014,7,Provinsi_34,281.47,1065.2
2014,8,Provinsi_1,264.27,1252.13
2014,8,Provinsi_2,316.08,1216.81
2014,8,Provinsi_3,250.24,1181.85
2014,8,Provinsi_4,191.15,1217.85
2014,8,Provinsi_5,371.44,1052.59
2014,8,Provinsi_6,270.7,1232.91
2014,8,Provinsi_7,362.64,1155.18
2014,8,Provinsi_8,265.39,1003.11
2014,8,Provinsi_9,305.17,1404.21
2014,8,Provinsi_10,313.87,1197.77
2014,8,Provinsi_11,316.1,1198.89
2014,8,Provinsi_12,259.35,1282.33
2014,8,Provinsi_13,311.29,1201.76
2014,8,Provinsi_14,251.23,1330.35
2014,8,Provinsi_15,333.24,1144.71
2014,8,Provinsi_16,350.09,1150.24
2014,8,Provinsi_17,260.9,1124.03
2014,8,Provinsi_18,211.45,1247.15
2014,8,Provinsi_19,208.44,1077.16
2014,8,Provinsi_20,196.22,1191.39
2014,8,Provinsi_21,292.48,1167.33
2014,8,Provinsi_22,247.87,1082.78
2014,8,Provinsi_23,323.22,1144.94
2014,8,Provinsi_24,315.82,1111.48
2014,8,Provinsi_25,309.05,1330.33
2014,8,Provinsi_26,329.31,1158.76
2014,8,Provinsi_27,312.86,1175.93
2014,8,Provinsi_28,300.39,1167.44
2014,8,Provinsi_29,291.78,1221.21
2014,8,Provinsi_30,250.33,1098.41
2014,8,Provinsi_31,230.57,1039.97
2014,8,Provinsi_32,239.14,1215.95
2014,8,Provinsi_33,255.36,1251.36
2014,8,Provinsi_34,301.74,1003.15
2014,9,Provinsi_1,332.75,1281.08
2014,9,Provinsi_2,250.31,1242.02
2014,9,Provinsi_3,257.18,1209.77
2014,9,Provinsi_4,236.78,1020.69
2014,9,Provinsi_5,280.86,1187.63
2014,9,Provinsi_6,280.12,1081.6
2014,9,Provinsi_7,280.01,1226.93
2014,9,Provinsi_8,297.76,1218.25
2014,9,Provinsi_9,266.49,1317.17
2014,9,Provinsi_10,241.19,1248.76
2014,9,Provinsi_11,359.09,1248.09
2014,9,Provinsi_12,289.87,1147.17
2014,9,Provinsi_13,351.8,1057.7
2014,9,Provinsi_14,251.49,1160.24
2014,9,Provinsi_15,361.88,1237.98
2014,9,Provinsi_16,251.6,1168.97
2014,9,Provinsi_17,269.28,1129.02
2014,9,Provinsi_18,348.94,1062.83
2014,9,Provinsi_19,380.44,1282.82
2014,9,Provinsi_20,354.54,1153.71
2014,9,Provinsi_21,292.5,1056.68
2014,9,Provinsi_22,273.77,1249.37
2014,9,Provinsi_23,364.8,1089.28
2014,9,Provinsi_24,281.72,1184.87
2014,9,Provinsi_25,230.21,1259.13
2014,9,Provinsi_26,263.8,1180.46
2014,9,Provinsi_27,277.4,1121.07
2014,9,Provinsi_28,299.65,1178.44
2014,9,Provinsi_29,281.41,1127.15
2014,9,Provinsi_30,315.98,1365.36
2014,9,Provinsi_31,306.99,1299.61
2014,9,Provinsi_32,230.49,1215.78
2014,9,Provinsi_33,245.13,1052.31
2014,9,Provinsi_34,263.03,1319.19
2014,10,Provinsi_1,347.5,1224.3
2014,10,Provinsi_2,223.36,1180.37
2014,10,Provinsi_3,315.09,1217.55
2014,10,Provinsi_4,207.81,1110.97
2014,10,Provinsi_5,296.8,1253.63
2014,10,Provinsi_6,190.19,1183.79
2014,10,Provinsi_7,307.15,1284.96
2014,10,Provinsi_8,334.64,1258.26
2014,10,Provinsi_9,260,1009.2
